0,1729575470201,/aggregate-stats/904,62,ko,404
1,1729575471202,/aggregate-stats/234,1,ko,404
2,1729575472203,/aggregate-stats/731,1,ko,404
3,1729575473204,/aggregate-stats/59,1,ko,404
4,1729575474205,/aggregate-stats/607,1,ko,404
5,1729575475206,/aggregate-stats/371,1,ko,404
6,1729575476207,/aggregate-stats/341,1,ko,404
7,1729575477208,/aggregate-stats/134,1,ko,404
8,1729575478209,/aggregate-stats/843,1,ko,404
9,1729575479210,/aggregate-stats/124,1,ko,404
10,1729575480211,/aggregate-stats/497,0,ko,404
11,1729575481212,/aggregate-stats/664,1,ko,404
12,1729575482213,/aggregate-stats/94,1,ko,404
13,1729575483214,/aggregate-stats/801,1,ko,404
14,1729575484215,/aggregate-stats/220,1,ko,404
